loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id
LN-000901,Danielle Smith,2025-07-09,10790.37,6194.12,Escrow,Pending,B47A9B35D523,POOL-F
LN-000902,David Reed,2025-09-15,1813.34,0.0,Fee,Posted,E0A0F2F684B3,POOL-E
LN-000903,Sherry Tapia,2025-06-14,9481.05,9481.05,Principal,Reversed,65DAFFEC4298,POOL-D
LN-000904,Matthew Sweeney,2025-08-16,29360.56,29360.56,Fee,Pending,6C279DAAD81D,POOL-D
LN-000905,Ashley Moreno,2025-03-22,21360.52,21360.52,Interest,Posted,9D4F4C49802B,POOL-C
LN-000906,Johnathan Brown,2026-03-12,44687.25,44687.25,Escrow,Pending,552C45D2849C,POOL-B
LN-000907,Michelle Davis Dvm,2025-12-13,40963.46,40963.46,Principal,Posted,7368565B1491,POOL-B
LN-000908,Kelly Haynes,2025-05-18,17419.96,17419.96,Fee,Posted,B32FBFD24E51,POOL-F
LN-000909,William Miller,2025-08-02,13341.46,13341.46,Interest,Posted,AB5BD676D6CF,POOL-E
LN-000910,Casey Wilkins,2025-04-07,19294.77,20820.21,Principal,Posted,657CA70052E9,POOL-B
LN-000911,Keith Graham,2025-04-11,29719.6,29719.6,Escrow,Posted,E94E7EBEB0CA,POOL-D
LN-000912,Cynthia Green,2025-12-23,13769.15,11326.68,Principal,Posted,5CE9F2694ADC,POOL-B
LN-000913,Robert Haynes,2025-08-11,31395.37,33678.93,Escrow,Posted,F9E49FE0BAA7,POOL-E
LN-000914,Emily Nelson,2026-03-07,20765.88,20765.88,Principal,Posted,0CC7312F5B1F,POOL-D
LN-000915,Dale Chan,2025-05-18,27826.34,27826.34,Fee,Posted,F6DB04DE81B1,POOL-B
LN-000916,Brittney Martin,2026-02-04,22088.26,22088.26,Interest,Posted,D15A2727EF89,POOL-D
LN-000917,Jason Herrera,2025-11-21,15076.06,15076.06,Fee,Pending,03E6DD799526,POOL-C
LN-000918,Christine Parker,2025-05-06,47448.44,47448.44,Fee,Posted,2FF2AEE57691,POOL-C
LN-000919,Bryan Moore,2025-03-21,38298.49,38298.49,Escrow,Posted,1287AC1F0224,POOL-F
LN-000920,Samantha Terry,2026-01-02,7435.6,0.0,Escrow,Posted,1D300D253E9F,POOL-C
LN-000921,Russell Murphy,2025-08-07,43489.16,43489.16,Escrow,Posted,8786592FD8BD,POOL-B
LN-000922,David Kelly,2025-11-10,24627.84,24627.84,Fee,Pending,EFD94A9AFD3B,POOL-E
LN-000923,Megan Green,2025-11-15,44780.34,44780.34,Principal,Posted,57A988CE390F,POOL-D
LN-000924,Amanda Sullivan Md,2025-10-26,40092.84,50203.17,Principal,Posted,3579C2B804E5,POOL-A
LN-000925,Danielle Murray,2025-09-05,21548.07,21548.07,Fee,Posted,E27F10D63C8D,POOL-C
LN-000926,Brenda Smith,2025-06-17,1612.23,1612.23,Fee,Posted,5ACB35BAAAFC,POOL-C
LN-000927,Vickie Anderson,2025-04-10,13799.53,13799.53,Interest,Reversed,506D09E8EC6A,POOL-A
LN-000928,Jacqueline Mccoy,2025-07-22,27310.89,27310.89,Escrow,Pending,163B746A6928,POOL-A
LN-000929,Lauren Green,2025-11-14,31857.17,31857.17,Escrow,Posted,E1E66032CB6E,POOL-B
LN-000930,Alison Brown,2025-05-12,13265.44,13265.44,Fee,Posted,E6F184015DAA,POOL-D
LN-000931,Jill Anderson,2025-04-17,7398.13,7398.13,Fee,Posted,83401ECD9ACA,POOL-C
LN-000932,Sandra Rivera,2025-10-06,41829.05,41829.05,Principal,Posted,D3416A91FCE4,POOL-E
LN-000933,Joel Jackson,2025-11-21,49227.91,49227.91,Fee,Pending,0D4560D90988,POOL-B
LN-000934,Samantha Foster,2025-04-21,26521.66,26521.66,Principal,Pending,BC5B8C00D08E,POOL-B
LN-000935,Michael Thompson,2026-01-04,8998.12,8998.12,Fee,Posted,EDB2EC96B4C1,POOL-E
LN-000936,Cody Ramirez,2026-01-31,13979.21,13979.21,Interest,Reversed,5D4E08779AD5,POOL-E
LN-000937,Amanda Harvey,2026-03-01,1410.34,1410.34,Interest,Posted,E83FFC2058C6,POOL-F
LN-000938,Edward Jenkins,2025-04-11,45757.79,45757.79,Principal,Posted,69CA639A02A6,POOL-E
LN-000939,Amy Ramirez,2025-05-31,6328.68,6328.68,Escrow,Posted,0F4B9142AC59,POOL-A
LN-000940,Curtis Wilkerson,2025-05-30,29037.57,29037.57,Interest,Posted,6017D5986534,POOL-C
LN-000941,Lydia Pham,2025-12-28,14065.73,14065.73,Principal,Posted,614DC0DC3AF3,POOL-F
LN-000942,Virginia Casey,2025-08-17,27931.81,27931.81,Fee,Posted,2FBDFE30AC7E,POOL-A
LN-000943,Joshua Washington,2025-04-27,32745.31,32745.31,Fee,Posted,D9E8EA9E30ED,POOL-F
LN-000944,Kathryn Price,2025-07-20,41572.22,41572.22,Principal,Posted,0E68A6466046,POOL-C
LN-000945,Francis Robinson,2025-05-14,10717.85,10717.85,Escrow,Pending,9A97F6CBF7BF,POOL-F
LN-000946,Paula Brown,2025-12-25,1044.29,1044.29,Principal,Posted,21732C2F4083,POOL-A
LN-000947,Kendra Wang Dvm,2025-10-14,7275.84,7275.84,Principal,Posted,CDC554F8E9A1,POOL-D
LN-000948,Ariel Sandoval,2026-01-19,45050.92,45050.92,Interest,Pending,5C20E8469E27,POOL-C
LN-000949,Robert Stark,2026-01-14,43757.56,43757.56,Principal,Reversed,378F8FF4929C,POOL-B
LN-000950,Zachary Robinson,2026-01-25,30071.95,32567.5,Principal,Reversed,65953F1752B3,POOL-C
LN-000951,Rebecca Kelly,2025-07-08,30225.58,30225.58,Fee,Posted,3CEC91BC64EA,POOL-C
LN-000952,Sarah Thompson,2025-12-07,33419.32,33419.32,Interest,Posted,57E8D45FC651,POOL-C
LN-000953,Renee Wolfe,2025-09-25,9180.88,9180.88,Fee,Posted,70C2E94430AF,POOL-D
LN-000954,Alyssa Haynes,2025-10-31,45763.39,45763.39,Fee,Posted,D3D859640B08,POOL-A
LN-000955,Kristy Hart,2025-10-27,21229.14,21229.14,Escrow,Reversed,DB6B8304692F,POOL-B
LN-000956,William Keith,2025-08-14,19465.36,19465.36,Escrow,Posted,EABD3ACC41E2,POOL-A
LN-000957,Eric Henry Jr.,2026-01-10,26186.43,26186.43,Interest,Posted,C3357AC2242D,POOL-F
LN-000958,Daniel Fox,2025-10-20,2824.82,2824.82,Interest,Posted,509EAE12DB0E,POOL-F
LN-000959,Thomas Harris,2025-08-18,8731.03,8731.03,Escrow,Posted,96D334E567A1,POOL-F
LN-000960,Mitchell Sellers,2025-12-31,37032.66,37032.66,Escrow,Pending,408E83FED7CC,POOL-A
LN-000961,Erica Johnson,2026-01-26,4598.53,4598.53,Escrow,Posted,95CE131C45FD,POOL-E
LN-000962,Sylvia Schroeder,2025-04-14,30356.03,30356.03,Escrow,Posted,B7D301D206A3,POOL-D
LN-000963,Shannon Yu,2026-01-21,12644.78,12644.78,Escrow,Posted,4950C0C95DDB,POOL-E
LN-000964,Tom Foster,2025-05-04,19770.13,19770.13,Fee,Posted,B8EBC77DD480,POOL-F
LN-000965,Eric Taylor,2025-06-29,14790.34,14790.34,Interest,Posted,DB9F89B51BC3,POOL-D
LN-000966,Travis Conner,2026-01-29,18105.8,18105.8,Fee,Posted,2942665DAA43,POOL-A
LN-000967,Marie Thompson,2025-07-01,36092.77,36092.77,Fee,Posted,0412391F7406,POOL-F
LN-000968,Melissa Mcfarland,2025-07-28,15207.52,15207.52,Principal,Posted,4B36F1CD7384,POOL-A
LN-000969,Courtney Chapman,2026-02-16,28537.03,28537.03,Fee,Reversed,28D345DD1D92,POOL-D
LN-000970,Eric Barker,2025-04-25,24064.49,24064.49,Escrow,Reversed,B88FA8EA5C47,POOL-A
LN-000971,Nicholas Rush,2025-06-03,33351.72,38828.06,Escrow,Reversed,332E7A78D8A4,POOL-A
LN-000972,Jenna Gamble,2025-07-15,46873.07,46873.07,Principal,Posted,996BA07FD7B9,POOL-B
LN-000973,Amanda Guzman,2025-06-11,36762.32,36762.32,Principal,Posted,ED9A85104F5B,POOL-E
LN-000974,Tracy Walker,2025-12-22,11139.55,11139.55,Principal,Posted,F309D0A8F698,POOL-E
LN-000975,Taylor Taylor,2025-04-22,2043.57,2043.57,Principal,Pending,01F786CB8DE2,POOL-E
LN-000976,Cynthia Haas,2025-06-03,13482.07,13482.07,Principal,Reversed,7E81659DAF5E,POOL-C
LN-000977,Stephen Davis,2025-03-16,29956.36,29956.36,Fee,Pending,7B71CE7A42B9,POOL-B
LN-000978,Margaret Tanner,2025-10-10,3045.58,3045.58,Principal,Posted,062E4D585CC6,POOL-F
LN-000979,Derek Wright,2025-10-31,25070.13,25070.13,Fee,Reversed,A2E7FF5CE3A1,POOL-F
LN-000980,David Rodriguez,2026-03-02,30043.72,30043.72,Interest,Posted,D6E6C3E35B80,POOL-F
LN-000981,James Oconnor,2026-01-13,17045.07,17045.07,Principal,Posted,C941402308BE,POOL-E
LN-000982,Stacey Snyder,2025-11-10,38660.15,38660.15,Principal,Posted,28241DFC38E9,POOL-E
LN-000983,Joshua Garcia,2025-08-11,5776.61,5776.61,Fee,Posted,6DE61644F778,POOL-B
LN-000984,Sean Curtis,2025-03-31,4219.32,4219.32,Interest,Posted,E0E29ECBEC37,POOL-A
LN-000985,Carla Jones,2025-07-11,36545.34,36545.34,Fee,Posted,6A0A679E1220,POOL-E
LN-000986,Elizabeth Flores,2025-08-09,25026.82,25026.82,Fee,Posted,C10B2156BC0A,POOL-F
LN-000987,Angela Jackson,2026-03-11,34575.92,34575.92,Principal,Posted,C5AA389FF199,POOL-A
LN-000988,Nicholas Payne,2025-08-06,22023.95,16550.09,Escrow,Pending,B72C8BE7AE32,POOL-E
LN-000989,Anna Wheeler,2026-03-09,12696.9,0.0,Escrow,Posted,59941ECEA068,POOL-D
LN-000990,Karen Johnson,2025-11-02,41045.56,41045.56,Fee,Posted,15470C7E0A7B,POOL-C
LN-000991,Carmen Preston,2025-04-20,40071.09,49320.3,Principal,Pending,F4C5F7AFECCE,POOL-E
LN-000992,Brian Harris,2026-03-01,34887.48,34887.48,Interest,Reversed,E7D20BC55895,POOL-D
LN-000993,Michael Bowen,2025-07-12,13971.18,13971.18,Escrow,Posted,8F7E60773D43,POOL-B
LN-000994,Deborah Campbell,2025-07-28,29716.42,29716.42,Interest,Posted,EFBFAFEFBCEB,POOL-D
LN-000995,Anthony Armstrong,2026-01-29,18368.21,18368.21,Escrow,Posted,F320971166D8,POOL-B
LN-000996,Brittany Ward,2026-01-10,5033.31,5033.31,Principal,Posted,004699E99CAB,POOL-E
LN-000997,Edward Stanley,2026-02-16,45907.02,45907.02,Fee,Posted,DFFC1242E27B,POOL-B
LN-000998,Christina Johnson,2025-06-24,7272.52,7272.52,Interest,Pending,CE57AD500979,POOL-D
LN-000999,Edgar Miller,2025-10-18,47536.75,47536.75,Interest,Posted,1F6CD8EE5907,POOL-C
LN-001000,Elizabeth Sanders,2025-05-12,22577.29,22577.29,Fee,Pending,564854818F0E,POOL-A
LN-001001,Matthew Davis Md,2025-12-18,9664.08,9664.08,Interest,Pending,D2D79BC27E4E,POOL-A
LN-001002,Stephen Wood,2025-07-08,27324.1,27324.1,Escrow,Reversed,C8DC027121AF,POOL-C
LN-001003,Dennis Marshall,2026-02-09,43710.82,43710.82,Fee,Posted,67A0782770CF,POOL-F
LN-001004,Derrick Brown,2025-05-30,36745.13,40919.9,Escrow,Reversed,B18D128999B0,POOL-A
LN-001005,Mary Miller,2025-07-29,40424.78,40424.78,Escrow,Posted,954181270391,POOL-E
LN-001006,Joshua Arellano,2025-05-26,33109.78,33109.78,Principal,Posted,FD9A62A05996,POOL-F
LN-001007,Kristen Randall,2025-04-20,34767.69,34767.69,Escrow,Posted,46C0A70F32AB,POOL-E
LN-001008,Jennifer Nichols,2025-04-14,42535.18,42535.18,Principal,Posted,3256AAE62BF3,POOL-D
LN-001009,Karen Keith,2025-06-07,12858.57,12858.57,Interest,Posted,2EDE1D0C606F,POOL-D
LN-001010,Blake Orr,2025-08-19,24726.54,20661.79,Interest,Posted,969169914FE3,POOL-F
LN-001011,Kathryn Lester,2026-01-13,11449.87,11449.87,Principal,Posted,B09EE705F2B6,POOL-F
LN-001012,Megan Oliver,2025-12-31,49389.57,0.0,Escrow,Posted,9E3EA34857D0,POOL-F
LN-001013,Peter Thompson,2025-08-09,47230.94,47230.94,Fee,Posted,069D9022C8AA,POOL-F
LN-001014,Dr. Rhonda Martinez,2025-10-25,2451.63,2451.63,Fee,Posted,70FD9D81EA37,POOL-B
LN-001015,William Graham,2025-05-17,35425.97,35425.97,Principal,Pending,1830A8456011,POOL-F
LN-001016,Lori Flowers Md,2025-11-09,46299.79,46299.79,Interest,Posted,4BB73C4CC6CE,POOL-F
LN-001017,Suzanne Jones,2026-03-02,9438.48,4911.6,Interest,Posted,42B97A3EB887,POOL-D
LN-001018,James Nguyen,2025-08-17,28613.29,28613.29,Fee,Posted,D553C42379E2,POOL-E
LN-001019,Jimmy Marks,2026-03-08,45816.67,56129.83,Principal,Posted,11B9251F6C1D,POOL-D
LN-001020,Lisa Mills,2025-10-07,2180.33,2180.33,Fee,Posted,CBA959B1F63E,POOL-A
LN-001021,Jason Hernandez,2025-08-01,35022.3,35022.3,Escrow,Posted,8C3D0754A203,POOL-B
LN-001022,Olivia Ayers,2025-11-26,15218.78,15218.78,Escrow,Reversed,3C93AED86AE0,POOL-B
LN-001023,Kristine Garcia,2025-12-16,46257.61,46257.61,Principal,Posted,17EAC92C787D,POOL-E
LN-001024,Joseph Cooper,2025-11-22,48567.38,0.0,Principal,Posted,FAB86D944942,POOL-F
LN-001025,James Washington,2025-10-25,47241.19,47241.19,Escrow,Posted,EA82B02545DF,POOL-D
LN-001026,Amanda Hill,2025-04-25,23973.6,22069.19,Interest,Pending,3EE245B9335A,POOL-A
LN-001027,Lee Steele,2026-01-15,43171.11,43171.11,Principal,Posted,3C4A71E1D5D0,POOL-D
LN-001028,Steve Rivera,2025-04-04,42305.2,42305.2,Escrow,Posted,65BF5C01E653,POOL-F
LN-001029,Patrick Mccall,2025-10-22,16295.47,16295.47,Escrow,Pending,BE5DAF69C03F,POOL-F
LN-001030,Alicia Roth,2025-08-27,41531.32,41531.32,Interest,Posted,4106492E5147,POOL-C
LN-001031,Douglas Vasquez,2026-01-18,2331.88,2331.88,Interest,Posted,38035B5BB0C7,POOL-D
LN-001032,Annette Melton,2025-07-21,30015.36,30015.36,Interest,Posted,2BF690DBA37F,POOL-E
LN-001033,William Ramos,2025-03-28,11885.44,11885.44,Interest,Posted,41D78571196F,POOL-D
LN-001034,Debra Butler,2025-04-30,6468.06,6468.06,Fee,Posted,124F29E7A8FA,POOL-B
LN-001035,Chelsea Lewis,2025-07-10,4309.18,4309.18,Interest,Posted,CF7167DF3B40,POOL-A
LN-001036,Natalie Malone,2026-02-23,34966.29,32999.85,Fee,Posted,82368A107F9D,POOL-E
LN-001037,Samantha Robertson,2026-01-03,17323.81,17323.81,Principal,Posted,C29D76A22104,POOL-C
LN-001038,Eric Hunter,2026-01-09,36375.96,36375.96,Escrow,Posted,CE04691B8AF5,POOL-A
LN-001039,Samuel Suarez,2025-03-25,3735.14,3735.14,Fee,Reversed,8FC309C174AD,POOL-A
LN-001040,Corey Whitaker,2026-02-22,16106.87,17040.0,Principal,Pending,48CCDDA585C8,POOL-B
LN-001041,Danielle Bryant,2025-07-30,27204.82,27204.82,Principal,Posted,E890885BDF21,POOL-B
LN-001042,Michele Hill,2026-01-04,39640.8,39640.8,Fee,Posted,2E41B73454FC,POOL-B
LN-001043,Kathy Reid,2025-04-04,16278.25,17824.61,Principal,Posted,18D56B9A8A1F,POOL-E
LN-001044,Andre Watson,2025-06-12,31481.62,31481.62,Principal,Posted,1C6FD059F583,POOL-D
LN-001045,Cassandra Harrell,2025-11-10,44355.9,44355.9,Fee,Posted,4F7FC2FF7D4C,POOL-A
LN-001046,Hannah Martin,2025-12-05,30985.23,30985.23,Principal,Reversed,28254B6FDE76,POOL-D
LN-001047,Nicole Barker,2026-02-11,12031.49,10162.07,Interest,Posted,98DFA82A37CB,POOL-D
LN-001048,James Martin,2025-10-27,1707.84,1707.84,Interest,Posted,D12ECD508D83,POOL-B
LN-001049,Traci Vincent,2025-08-04,43569.89,43569.89,Escrow,Posted,88E868924656,POOL-D
LN-001050,Megan Adams,2025-06-15,1552.84,1552.84,Principal,Posted,9482F682831C,POOL-A
LN-001051,Alejandro Deleon,2026-01-08,43797.73,43797.73,Escrow,Posted,7FFA66192E9B,POOL-A
LN-001052,Alexa Buck,2025-10-24,26682.39,0.0,Interest,Posted,95CF3A2BD6AF,POOL-F
LN-001053,Lindsay Smith,2026-02-03,46983.85,46983.85,Interest,Posted,2628841F801C,POOL-C
LN-001054,Robert Torres,2025-11-21,40039.77,40039.77,Interest,Pending,E8788AAAF25F,POOL-E
LN-001055,Maria Coleman,2025-04-30,49897.74,0.0,Principal,Posted,FC982E19D0AC,POOL-D
LN-001056,Gregory King,2025-11-10,17860.23,17860.23,Principal,Reversed,57F71370E0DD,POOL-E
LN-001057,Michael Holloway,2025-09-09,38475.82,38475.82,Interest,Pending,D9E2551675D3,POOL-E
LN-001058,Brian Hunt,2025-10-10,20395.58,20395.58,Escrow,Posted,040FF70B8C44,POOL-E
LN-001059,Sarah Brooks,2025-09-01,24253.84,27737.06,Escrow,Pending,C5A8C589DB8B,POOL-F
LN-001060,Lisa Evans,2025-08-26,31561.52,31561.52,Fee,Posted,F91B4B290651,POOL-E
LN-001061,Arthur Mcneil,2026-02-21,43747.02,43747.02,Interest,Reversed,D900884B1730,POOL-F
LN-001062,Shannon Green,2025-05-07,49212.13,49212.13,Escrow,Posted,E95942BC3174,POOL-A
LN-001063,Stephanie Evans,2025-06-05,38529.53,44776.49,Interest,Posted,FC68993A0021,POOL-D
LN-001064,Ralph Yoder,2025-08-30,21179.46,21179.46,Escrow,Posted,9BEA532D17F8,POOL-F
LN-001065,Rebekah Greene,2025-10-11,21357.17,21357.17,Fee,Posted,098D0277CCAB,POOL-C
LN-001066,Melanie Griffith,2026-03-05,37010.32,37010.32,Fee,Reversed,9C4EAE6686FE,POOL-E
LN-001067,Yolanda Green,2025-11-23,12319.47,12319.47,Interest,Posted,E87509D9C525,POOL-C
LN-001068,James Johnson,2025-08-09,5968.47,5968.47,Escrow,Posted,EDFB9DA87121,POOL-A
LN-001069,Laura Lee,2026-02-17,18053.8,18053.8,Principal,Posted,996F7224787B,POOL-A
LN-001070,Courtney Nichols,2025-10-06,14718.33,14718.33,Fee,Reversed,14F73EDE3FC3,POOL-B
LN-001071,Susan Powers,2025-12-21,15167.25,15167.25,Interest,Posted,C52391BFCBCF,POOL-E
LN-001072,Sarah Pittman,2025-04-02,12063.58,12063.58,Interest,Posted,BBD9134EBB8D,POOL-B
LN-001073,Catherine Davis,2025-11-02,2583.61,2583.61,Escrow,Posted,4C019473EB28,POOL-C
LN-001074,David Stokes,2025-04-29,1384.76,1384.76,Interest,Posted,26BBCD9CC000,POOL-D
LN-001075,Catherine Frazier,2025-08-23,49392.26,49392.26,Fee,Posted,738ADFD4B813,POOL-B
LN-001076,Brandon Kelly,2025-07-22,21674.77,21674.77,Interest,Posted,A1B9A1EDDAC4,POOL-A
LN-001077,Elizabeth French,2025-08-27,19524.17,19524.17,Interest,Posted,F3E6B7D3F595,POOL-E
LN-001078,David Carter,2025-05-13,34142.54,34142.54,Principal,Posted,C97547716EFE,POOL-C
LN-001079,Julie Delacruz,2025-10-07,11303.57,11303.57,Principal,Posted,0E4BA367075D,POOL-F
LN-001080,Terry Jones,2025-12-03,47523.08,47523.08,Fee,Posted,0B936BC28C90,POOL-A
LN-001081,Kathryn Dillon,2025-03-15,39424.08,39424.08,Escrow,Posted,2805BCA88214,POOL-F
LN-001082,Edwin Brown,2026-02-14,4925.84,4925.84,Principal,Pending,54ED0AAE1ACC,POOL-D
LN-001083,Brenda Gonzalez,2025-12-17,21170.25,21170.25,Escrow,Reversed,9EAEC054A4E6,POOL-E
LN-001084,Keith Knox,2025-11-06,44016.36,44016.36,Fee,Posted,8942B3502233,POOL-D
LN-001085,Eugene Baldwin,2025-10-12,47264.24,47264.24,Principal,Posted,3832D332005E,POOL-D
LN-001086,Katherine Welch,2025-04-11,23636.37,23636.37,Escrow,Posted,610D032B2556,POOL-E
LN-001087,Mark Smith,2025-06-19,30863.86,30863.86,Principal,Posted,129367130A7E,POOL-E
LN-001088,Philip Jackson,2025-12-05,8768.18,8768.18,Fee,Posted,769E9B5318B7,POOL-F
LN-001089,Katherine Gallagher,2025-09-16,49562.85,56695.51,Fee,Posted,48E201B1A1FA,POOL-D
LN-001090,Lucas Schultz,2026-01-27,11967.75,11967.75,Principal,Posted,7520950051F4,POOL-C
LN-001091,Vincent Reyes,2025-11-25,47165.22,47165.22,Escrow,Reversed,7EBE30EB4C06,POOL-F
LN-001092,Curtis Watson,2026-01-29,32657.51,32657.51,Interest,Posted,7BBA5719DBCF,POOL-E
LN-001093,Frank Whitaker,2025-10-27,30582.97,30582.97,Interest,Posted,B34DBA88E546,POOL-A
LN-001094,Michael Sims,2025-04-10,25878.08,25878.08,Principal,Posted,EFBC2B5CF612,POOL-F
LN-001095,Michael Cooper,2025-06-27,11918.16,11918.16,Escrow,Posted,DBA6F82D206B,POOL-B
LN-001096,James Chapman,2025-07-29,9238.14,9238.14,Interest,Posted,9B5EE52AF4C2,POOL-C
LN-001097,Rodney Evans,2025-12-21,11414.07,11414.07,Fee,Posted,5EE6E66BC37D,POOL-F
LN-001098,Nicholas Carlson,2025-05-21,9728.69,9728.69,Escrow,Posted,BFA3CE24E18B,POOL-E
LN-001099,Stephen Cowan,2025-08-09,39089.43,39089.43,Interest,Posted,DD20DD03482C,POOL-E
LN-001100,Steven Howard,2025-10-25,17831.2,17831.2,Escrow,Reversed,E26C79EAF323,POOL-C
LN-001101,Travis Hull,2026-03-07,3363.21,0.0,Principal,Posted,47F1982B8538,POOL-B
LN-001102,Darryl Acosta,2025-11-18,48470.58,48470.58,Escrow,Posted,51618B012835,POOL-F
LN-001103,Nicholas Lawrence,2025-05-16,44247.4,44247.4,Interest,Posted,8BBBECB583F1,POOL-F
LN-001104,Jacob Santos,2025-03-29,46423.74,46423.74,Principal,Posted,CEB50EBB6033,POOL-D
LN-001105,Shawn Scott,2026-01-31,49747.94,49747.94,Escrow,Posted,7205E383FB4B,POOL-A
LN-001106,Amber Vang,2026-01-20,9107.81,9107.81,Fee,Pending,917F31DFD58A,POOL-E
LN-001107,Martha Smith,2025-07-15,20113.98,20113.98,Interest,Reversed,53243E8658E6,POOL-F
LN-001108,Jennifer James,2026-03-13,38032.8,38032.8,Principal,Reversed,BD58DB336541,POOL-F
LN-001109,Kara Hernandez,2025-06-04,34953.02,34953.02,Escrow,Posted,129644327577,POOL-F
LN-001110,Lorraine Turner,2025-08-21,8117.85,8117.85,Fee,Pending,45B82B9FAD50,POOL-B
LN-001111,Mary Nelson,2025-12-22,40883.74,40883.74,Interest,Posted,74ADD0DD1D8D,POOL-A
LN-001112,Breanna Rivas,2025-03-22,11609.81,0.0,Fee,Posted,E0784D907777,POOL-F
LN-001113,Nathan Wilson,2025-12-22,11578.97,11578.97,Escrow,Posted,5FB8959D6716,POOL-C
LN-001114,Brian Gonzalez,2025-10-09,27080.23,27080.23,Escrow,Pending,77C6B0935F94,POOL-E
LN-001115,Dennis Mills,2025-05-01,29850.53,29850.53,Principal,Posted,0140583936BF,POOL-D
LN-001116,Michael Phillips,2025-07-08,29214.27,0.0,Fee,Posted,74A5E666DD34,POOL-C
LN-001117,Jon Clark,2025-05-12,5028.6,5028.6,Principal,Posted,072C5C479372,POOL-E
LN-001118,Erin Smith,2025-11-06,43934.31,43934.31,Interest,Posted,7BA5AFC83167,POOL-B
LN-001119,Susan Conley,2025-05-14,13647.2,13647.2,Principal,Posted,0A05F5581C14,POOL-A
LN-001120,Brittany Davis,2026-02-09,6910.99,6910.99,Interest,Reversed,ED2F9E5D6D4C,POOL-A
LN-001121,Misty Garcia,2025-06-01,44493.03,44493.03,Escrow,Posted,B271EF7CEA9C,POOL-E
LN-001122,David Hinton,2025-11-25,47804.75,47804.75,Escrow,Posted,6B6FBFE6FBCD,POOL-C
LN-001123,John Garcia,2025-08-11,43175.32,43175.32,Fee,Posted,483C8B4306D0,POOL-D
LN-001124,Andrew Roberts,2025-11-30,40571.05,40571.05,Interest,Posted,C570333968D3,POOL-B
LN-001125,Emily Rodgers,2026-03-11,32934.48,32934.48,Escrow,Posted,791E1309A4A0,POOL-E
LN-001126,Peter Williams,2025-08-01,27767.44,27767.44,Fee,Posted,F82C6D1418D1,POOL-B
LN-001127,Mary Jackson,2025-10-13,4805.84,3816.27,Fee,Posted,19DB445CBD64,POOL-A
LN-001128,Jeffrey Howell,2025-11-17,20718.43,20718.43,Principal,Posted,C80E6F1777FE,POOL-F
LN-001129,Anna Briggs,2025-11-11,18948.08,18948.08,Fee,Posted,D1243B3EAFDD,POOL-F
LN-001130,James Rivers,2025-07-17,13357.81,13357.81,Escrow,Posted,B03F8F37450F,POOL-D
LN-001131,James Jefferson,2025-11-03,36309.3,36309.3,Principal,Posted,5F64DB0B1638,POOL-B
LN-001132,Mariah Robles,2025-12-22,25045.85,25045.85,Interest,Posted,B5914C15EAF9,POOL-E
LN-001133,Michael Brown,2025-05-28,4511.79,4511.79,Interest,Reversed,4C7FEEDD329D,POOL-D
LN-001134,Caitlin Perry,2025-09-27,11399.07,11399.07,Escrow,Posted,8B4BD5717E4E,POOL-C
LN-001135,Rebekah Gregory,2025-06-20,34321.31,37055.29,Escrow,Posted,C1420D8F82D3,POOL-F
LN-001136,James Howard,2026-01-15,4268.48,4268.48,Principal,Posted,1312E3403565,POOL-E
LN-001137,Michael Roberson,2025-11-30,42634.74,42634.74,Principal,Posted,FB557333284B,POOL-B
LN-001138,Bianca Knapp,2025-05-23,25009.75,0.0,Escrow,Reversed,609DB76AD2F9,POOL-D
LN-001139,Jason Williams,2025-04-19,24289.04,24289.04,Escrow,Posted,72ED73008D5D,POOL-E
LN-001140,Ernest Bush,2025-08-03,29824.19,29824.19,Interest,Posted,2BBBFE176759,POOL-D
LN-001141,Patricia Ray,2025-10-13,41321.71,41321.71,Interest,Posted,2B02B31F83BA,POOL-D
LN-001142,Vanessa Santiago,2025-09-05,17716.56,17716.56,Interest,Posted,4878483F1D9D,POOL-D
LN-001143,Joseph Haynes,2025-11-29,34061.8,34061.8,Escrow,Pending,AC5037714198,POOL-B
LN-001144,Matthew Wright,2025-07-29,28503.73,28503.73,Fee,Posted,2C2A81316FFF,POOL-E
LN-001145,Michael Cruz,2025-03-16,13717.9,13717.9,Escrow,Posted,6309424CC889,POOL-A
LN-001146,Kristin Huerta,2025-08-06,43992.18,43992.18,Escrow,Posted,0DD93250BDFE,POOL-A
LN-001147,Mason Moore,2025-08-14,39972.59,39972.59,Interest,Posted,CA104F2B60C1,POOL-B
LN-001148,Sarah Booth,2026-01-09,33093.37,33093.37,Escrow,Pending,7821AA06B06E,POOL-B
LN-001149,John Allen,2026-01-05,42603.8,42603.8,Principal,Posted,3D21D7BDC7F8,POOL-F
LN-001150,Amber Walker,2026-02-15,43431.06,43431.06,Escrow,Posted,E7E7F2C10F77,POOL-D
LN-001151,Jennifer Young,2025-11-20,35563.97,35563.97,Escrow,Posted,C0289474DCB5,POOL-E
LN-001152,Robert West,2025-05-30,41932.16,41932.16,Escrow,Posted,20EE8BE498C1,POOL-E
LN-001153,Jillian Wilson,2025-10-29,35024.84,35024.84,Escrow,Posted,C4A731DECFD1,POOL-C
